3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,2,2,2,33,33,33,33,33,1,33,33,3
3,33,33,33,33,33,33,33,2,1,2,33,33,33,33,33,1,33,33,3
3,33,33,33,2,2,2,33,2,2,2,33,33,33,33,33,1,33,33,3
3,33,33,33,2,1,2,2,2,2,2,2,2,2,33,33,1,33,33,3
3,33,33,33,2,2,13,1,2,2,2,2,2,2,1,33,1,33,1,3
3,33,33,33,2,2,2,13,2,2,2,2,2,2,33,1,1,1,33,3
3,33,33,33,45,65,2,2,2,2,2,2,2,33,33,33,1,33,33,3
3,33,33,33,47,67,2,2,2,2,2,1,2,2,2,33,33,33,33,3
3,33,33,33,33,33,2,2,13,2,2,2,2,2,2,2,33,33,33,3
3,33,33,33,33,33,2,13,1,2,2,2,2,1,1,2,33,33,33,3
3,33,33,33,33,33,2,2,2,2,2,2,2,2,2,2,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
