45,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,65
46,56,56,56,56,56,56,56,56,1,1,56,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,56,56,1,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,1,1,1,1,1,56,56,56,56,56,66
46,45,55,55,55,55,55,65,56,56,56,56,56,56,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,1,1,1,1,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,56,1,56,1,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,56,56,56,1,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,56,56,56,56,56,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,56,1,56,56,56,1,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,56,1,56,56,1,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,56,56,1,1,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,1,56,56,56,56,56,56,56,56,56,66
46,46,3,3,3,3,3,66,56,56,56,56,56,56,56,56,56,56,56,66
46,47,57,57,57,57,57,67,56,56,56,56,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,66
46,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,66
47,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,67
