20, 20
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,16,16,33,33,33,2,2,2,33,33,33,33,3
3,33,33,33,16,16,16,16,16,16,16,16,16,16,2,2,33,33,33,3
3,33,33,16,16,16,2,2,2,2,16,16,16,16,16,2,2,33,33,3
3,33,33,16,2,2,2,2,33,33,33,33,33,33,16,16,33,33,33,3
3,33,33,16,56,56,56,56,56,56,56,56,33,33,16,16,16,33,33,3
3,33,16,16,56,3,3,3,3,3,3,56,56,33,33,16,16,33,33,3
3,33,16,16,56,3,22,32,32,42,3,56,56,33,33,33,16,33,33,3
33,33,16,16,56,3,23,3,33,43,3,56,56,56,33,33,16,33,33,3
33,16,16,33,56,3,23,33,3,43,3,56,56,56,33,2,2,2,2,3
33,16,16,33,56,3,24,34,34,44,3,25,35,56,56,2,13,16,2,3
16,16,16,33,56,3,3,3,3,3,3,27,37,56,33,2,16,16,2,3
16,16,16,33,56,56,56,56,56,56,56,56,56,33,33,2,16,2,2,3
33,16,16,2,2,2,2,33,56,56,56,56,33,33,33,2,2,2,33,3
33,33,33,45,65,16,2,33,33,33,33,33,33,16,2,13,2,33,33,3
33,33,33,47,67,15,2,2,33,33,16,16,16,16,2,2,2,33,33,3
33,33,33,16,15,15,16,16,16,16,16,2,2,2,2,2,2,33,33,3
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
