40,40
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1,1,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1
1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1,1,3,3,3,3,3,3,3,3,3,3,3,90,90,90,90,90,90,90,1
