20, 20
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,2,2,2,33,33,33,33,33,33,33,33,28,48,33,33,33,33,33,3
3,2,13,2,2,2,2,2,2,2,33,33,29,49,33,33,33,33,33,3
3,2,2,2,2,13,2,2,13,2,2,33,33,33,33,33,33,33,33,3
3,4,11,11,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,3
3,11,11,11,11,11,11,11,2,2,11,2,2,2,33,33,33,33,33,3
3,11,4,11,4,11,4,11,11,11,11,2,13,2,33,33,33,33,33,3
3,11,11,11,11,11,11,11,4,11,11,2,2,2,3,3,33,33,33,3
3,11,4,11,11,11,11,4,11,11,11,11,11,11,6,3,33,33,33,3
3,2,2,2,11,4,11,4,11,11,4,11,4,11,6,6,33,33,33,3
3,2,13,2,11,11,11,11,11,11,11,3,11,11,6,6,33,33,33,3
3,2,2,2,2,2,2,2,2,2,11,11,11,10,6,6,33,33,33,3
3,33,33,33,2,13,2,2,13,2,8,2,2,2,4,6,33,33,33,3
3,33,33,33,2,2,2,2,2,2,33,2,13,2,4,6,33,33,33,3
3,33,33,33,33,33,33,33,33,33,33,2,2,2,4,6,33,33,33,3
3,33,33,2,33,33,33,33,33,33,33,33,33,33,4,33,33,33,33,3
3,33,33,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,33,33,2,33,33,33,33,33,33,33,33,33,33,3
3,33,33,33,33,33,2,2,2,33,33,33,33,33,33,33,33,33,33,3
