20, 20
22,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,42
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43
23,1,1,1,1,1,1,13,1,1,1,1,1,1,3,3,1,1,1,43
23,1,1,13,13,13,13,13,3,3,3,3,3,1,1,3,1,1,1,43
23,1,1,13,13,13,13,13,13,1,1,3,33,1,1,3,1,1,1,43
23,1,13,13,13,13,13,13,13,3,33,33,3,1,1,3,1,1,1,43
23,1,13,13,13,13,13,13,3,3,3,3,3,13,13,3,1,1,1,43
23,1,1,1,33,33,33,3,3,3,3,3,3,3,3,13,1,1,1,43
23,1,1,33,33,33,33,3,3,3,3,3,3,3,33,13,13,33,33,43
23,3,3,3,3,33,13,3,33,3,3,3,33,33,3,13,3,33,33,43
23,3,3,3,3,33,13,13,33,33,3,3,3,3,33,33,33,3,33,43
23,3,3,33,3,33,33,13,13,33,3,13,33,33,33,3,3,33,33,43
23,3,3,3,3,33,13,33,13,33,3,13,33,33,33,3,33,33,33,43
23,3,3,3,3,33,33,33,13,33,3,33,3,3,13,3,33,33,33,43
23,3,3,3,33,33,33,33,33,3,3,33,33,33,13,13,33,33,33,43
23,3,33,3,33,3,3,33,3,33,33,33,33,33,33,13,33,33,33,43
23,3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,43
23,33,33,33,33,33,33,33,33,33,33,33,33,33,13,33,33,33,33,43
23,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,43
24,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,44
