20, 20
3,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2,2,2,3
3,33,33,14,14,14,14,33,33,33,33,33,33,33,2,2,2,2,2,3
3,33,33,14,16,16,14,14,33,33,33,33,33,33,2,2,2,1,2,3
3,33,33,16,14,16,16,16,33,33,33,33,33,2,1,1,1,1,2,3
3,33,33,16,16,16,16,16,33,33,33,33,2,1,1,2,2,2,2,3
3,33,2,33,16,33,16,16,33,33,33,33,2,1,2,2,2,2,2,3
3,33,2,2,2,16,16,16,33,33,33,2,1,1,2,2,2,2,2,3
3,33,2,2,2,33,33,33,33,1,2,2,1,2,2,2,2,2,2,3
3,33,2,2,2,33,33,33,33,2,2,2,1,2,2,1,33,33,33,3
3,33,33,2,2,2,33,33,33,2,1,1,1,1,1,1,1,1,33,33
3,33,33,2,2,1,2,2,33,1,2,2,2,1,1,1,1,1,1,33
3,33,33,33,2,1,1,1,33,1,2,2,33,1,1,1,1,1,1,1
3,1,1,1,1,2,2,1,1,1,2,2,33,1,1,1,1,1,1,33
3,1,3,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,33,33
3,1,1,1,1,1,1,2,33,2,2,2,2,2,2,1,33,33,33,33
3,1,1,1,1,1,1,16,16,2,2,2,2,1,33,16,33,14,33,33
3,1,1,1,1,3,1,33,16,16,16,16,2,16,16,16,16,33,14,33
3,1,1,1,1,1,1,33,16,16,14,33,16,16,16,14,14,33,33,33
3,1,1,1,1,1,33,33,33,33,33,33,33,33,33,33,33,33,33,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
